ID;name;slug;lat;lng;codice_provincia_istat;codice_comune_istat;codice_alfanumerico_istat;capoluogo_provincia;capoluogo_regione
867;Avolasca;avolasca;448.037;89.656;6;10;6010;0;0
868;Balzola;balzola;451.845;84.045;6;11;6011;0;0
869;Basaluzzo;basaluzzo;447.686;87.023;6;12;6012;0;0
870;Bassignana;bassignana;450.022;8.732;6;13;6013;0;0
871;Belforte Monferrato;belforte-monferrato;446.261;86.611;6;14;6014;0;0
872;Bergamasco;bergamasco;448.283;8.456;6;15;6015;0;0
873;Berzano di Tortona;berzano-di-tortona;448.785;89.523;6;16;6016;0;0
874;Bistagno;bistagno;446.613;83.714;6;17;6017;0;0
875;Borghetto di Borbera;borghetto-di-borbera;447.307;89.438;6;18;6018;0;0
876;Borgoratto Alessandrino;borgoratto-alessandrino;448.374;85.397;6;19;6019;0;0
877;Borgo San Martino;borgo-san-martino;450.887;85.238;6;20;6020;0;0
878;Bosco Marengo;bosco-marengo;448.245;86.776;6;21;6021;0;0
879;Bosio;bosio;446.508;87.939;6;22;6022;0;0
880;Bozzole;bozzole;45.071;86.071;6;23;6023;0;0
881;Brignano-Frascata;brignano-frascata;448.139;9.041;6;24;6024;0;0
882;Cabella Ligure;cabella-ligure;446.749;90.969;6;25;6025;0;0
883;Camagna Monferrato;camagna-monferrato;450.188;8.431;6;26;6026;0;0
884;Camino;camino;413.848;139.337;6;27;6027;0;0
885;Cantalupo Ligure;cantalupo-ligure;447.192;90.461;6;28;6028;0;0
886;Capriata d'Orba;capriata-dorba;447.288;86.895;6;29;6029;0;0
887;Carbonara Scrivia;carbonara-scrivia;448.502;8.871;6;30;6030;0;0
888;Carentino;carentino;448.281;84.701;6;31;6031;0;0
889;Carezzano;carezzano;448.082;89.013;6;32;6032;0;0
890;Carpeneto;carpeneto;459.964;131.775;6;33;6033;0;0
891;Carrega Ligure;carrega-ligure;446.192;91.758;6;34;6034;0;0
892;Carrosio;carrosio;446.592;88.327;6;35;6035;0;0
893;Cartosio;cartosio;445.912;84.217;6;36;6036;0;0
894;Casal Cermelli;casal-cermelli;448.352;86.256;6;37;6037;0;0
895;Casaleggio Boiro;casaleggio-boiro;446.345;87.316;6;38;6038;0;0
896;Casale Monferrato;casale-monferrato;451.372;84.509;6;39;6039;0;0
897;Casalnoceto;casalnoceto;449.141;89.833;6;40;6040;0;0
898;Casasco;casasco;448.289;9.006;6;41;6041;0;0
899;Cassano Spinola;cassano-spinola;447.634;88.615;6;42;6042;0;0
900;Cassine;cassine;447.509;85.289;6;43;6043;0;0
901;Cassinelle;cassinelle;446.025;85.645;6;44;6044;0;0
902;Castellania;castellania;447.984;89.298;6;45;6045;0;0
903;Castellar Guidobono;castellar-guidobono;44.906;89.471;6;46;6046;0;0
904;Castellazzo Bormida;castellazzo-bormida;448.461;85.785;6;47;6047;0;0
905;Castelletto d'Erro;castelletto-derro;446.274;83.949;6;48;6048;0;0
906;Castelletto d'Orba;castelletto-dorba;446.856;87.045;6;49;6049;0;0
907;Castelletto Merli;castelletto-merli;450.748;82.413;6;50;6050;0;0
908;Castelletto Monferrato;castelletto-monferrato;449.822;85.656;6;51;6051;0;0
909;Castelnuovo Bormida;castelnuovo-bormida;447.437;85.467;6;52;6052;0;0
910;Castelnuovo Scrivia;castelnuovo-scrivia;449.814;88.824;6;53;6053;0;0
911;Castelspina;castelspina;448.072;85.842;6;54;6054;0;0
912;Cavatore;cavatore;446.312;84.523;6;55;6055;0;0
913;Cella Monte;cella-monte;45.075;83.927;6;56;6056;0;0
914;Cereseto;cereseto;445.758;9.678;6;57;6057;0;0
915;Cerreto Grue;cerreto-grue;448.436;89.314;6;58;6058;0;0
916;Cerrina Monferrato;cerrina-monferrato;451.204;82.156;6;59;6059;0;0
917;Coniolo;coniolo;45.383;99.749;6;60;6060;0;0
918;Conzano;conzano;450.213;84.543;6;61;6061;0;0
919;Costa Vescovato;costa-vescovato;448.171;89.273;6;62;6062;0;0
920;Cremolino;cremolino;44.637;85.864;6;63;6063;0;0
921;Cuccaro Monferrato;cuccaro-monferrato;449.932;84.569;6;64;6064;0;0
922;Denice;denice;445.996;83.333;6;65;6065;0;0
923;Dernice;dernice;447.675;90.514;6;66;6066;0;0
924;Fabbrica Curone;fabbrica-curone;447.849;91.476;6;67;6067;0;0
925;Felizzano;felizzano;449.003;84.371;6;68;6068;0;0
926;Fraconalto;fraconalto;445.919;88.779;6;69;6069;0;0
927;Francavilla Bisio;francavilla-bisio;447.356;87.324;6;70;6070;0;0
928;Frascaro;frascaro;448.275;85.335;6;71;6071;0;0
929;Frassinello Monferrato;frassinello-monferrato;45.033;83.869;6;72;6072;0;0
930;Frassineto Po;frassineto-po;451.347;85.355;6;73;6073;0;0
931;Fresonara;fresonara;447.839;86.874;6;74;6074;0;0
932;Frugarolo;frugarolo;448.381;86.827;6;75;6075;0;0
933;Fubine;fubine;449.658;84.269;6;76;6076;0;0
934;Gabiano;gabiano;451.578;81.964;6;77;6077;0;0
935;Gamalero;gamalero;448.098;85.418;6;78;6078;0;0
936;Garbagna;garbagna;447.814;89.989;6;79;6079;0;0
937;Gavazzana;gavazzana;447.767;88.857;6;80;6080;0;0
938;Gavi;gavi;446.887;88.029;6;81;6081;0;0
939;Giarole;giarole;450.616;85.677;6;82;6082;0;0
940;Gremiasco;gremiasco;447.969;91.059;6;83;6083;0;0
941;Grognardo;grognardo;446.314;84.935;6;84;6084;0;0
942;Grondona;grondona;446.972;8.966;6;85;6085;0;0
943;Guazzora;guazzora;450.147;88.525;6;86;6086;0;0
944;Isola Sant'Antonio;isola-santantonio;450.307;88.502;6;87;6087;0;0
945;Lerma;lerma;446.365;87.153;6;88;6088;0;0
946;Lu;lu;450.025;84.858;6;89;6089;0;0
947;Malvicino;malvicino;445.592;84.144;6;90;6090;0;0
948;Masio;masio;448.706;84.089;6;91;6091;0;0
949;Melazzo;melazzo;44.645;84.261;6;92;6092;0;0
950;Merana;merana;445.188;8.298;6;93;6093;0;0
951;Mirabello Monferrato;mirabello-monferrato;450.366;85.244;6;94;6094;0;0
952;Molare;molare;446.197;86.017;6;95;6095;0;0
953;Molino dei Torti;molino-dei-torti;450.253;88.949;6;96;6096;0;0
954;Mombello Monferrato;mombello-monferrato;451.339;82.514;6;97;6097;0;0
955;Momperone;momperone;448.389;90.353;6;98;6098;0;0
956;Moncestino;moncestino;451.556;81.625;6;99;6099;0;0
957;Mongiardino Ligure;mongiardino-ligure;446.391;90.602;6;100;6100;0;0
958;Monleale;monleale;448.853;8.975;6;101;6101;0;0
959;Montacuto;montacuto;447.667;91.051;6;102;6102;0;0
960;Montaldeo;montaldeo;446.681;8.73;6;103;6103;0;0
961;Montaldo Bormida;montaldo-bormida;446.838;85.889;6;104;6104;0;0
962;Montecastello;montecastello;436.352;106.956;6;105;6105;0;0
963;Montechiaro d'Acqui;montechiaro-dacqui;445.955;83.799;6;106;6106;0;0
964;Montegioco;montegioco;448.419;89.629;6;107;6107;0;0
965;Montemarzino;montemarzino;448.489;89.926;6;108;6108;0;0
966;Morano sul Po;morano-sul-po;451.683;83.674;6;109;6109;0;0
967;Morbello;morbello;446.066;8.511;6;110;6110;0;0
968;Mornese;mornese;446.376;87.565;6;111;6111;0;0
969;Morsasco;morsasco;446.664;85.521;6;112;6112;0;0
970;Murisengo;murisengo;450.828;81.361;6;113;6113;0;0
971;Novi Ligure;novi-ligure;447.618;87.861;6;114;6114;0;0
972;Occimiano;occimiano;450.612;85.088;6;115;6115;0;0
973;Odalengo Grande;odalengo-grande;45.11;81.681;6;116;6116;0;0
974;Odalengo Piccolo;odalengo-piccolo;45.072;82.072;6;117;6117;0;0
975;Olivola;olivola;45.038;83.681;6;118;6118;0;0
976;Orsara Bormida;orsara-bormida;446.913;85.639;6;119;6119;0;0
977;Ottiglio;ottiglio;450.525;83.384;6;120;6120;0;0
978;Ovada;ovada;446.375;86.465;6;121;6121;0;0
979;Oviglio;oviglio;448.624;84.889;6;122;6122;0;0
980;Ozzano Monferrato;ozzano-monferrato;451.068;83.716;6;123;6123;0;0
981;Paderna;paderna;448.216;88.924;6;124;6124;0;0
982;Pareto;pareto;445.175;8.383;6;125;6125;0;0
983;Parodi Ligure;parodi-ligure;446.707;87.581;6;126;6126;0;0
984;Pasturana;pasturana;447.519;87.503;6;127;6127;0;0
985;Pecetto di Valenza;pecetto-di-valenza;449.908;8.672;6;128;6128;0;0
986;Pietra Marazzi;pietra-marazzi;449.438;86.697;6;129;6129;0;0
987;Piovera;piovera;449.596;8.737;6;130;6130;0;0
988;Pomaro Monferrato;pomaro-monferrato;450.635;85.968;6;131;6131;0;0
989;Pontecurone;pontecurone;449.613;8.935;6;132;6132;0;0
990;Pontestura;pontestura;451.434;83.344;6;133;6133;0;0
991;Ponti;ponti;446.294;83.653;6;134;6134;0;0
992;Ponzano Monferrato;ponzano-monferrato;450.855;82.632;6;135;6135;0;0
993;Ponzone;ponzone;456.557;81.896;6;136;6136;0;0
994;Pozzol Groppo;pozzol-groppo;448.776;90.292;6;137;6137;0;0
995;Pozzolo Formigaro;pozzolo-formigaro;447.963;87.859;6;138;6138;0;0
996;Prasco;prasco;446.397;85.524;6;139;6139;0;0
997;Predosa;predosa;447.524;86.566;6;140;6140;0;0
998;Quargnento;quargnento;449.459;84.881;6;141;6141;0;0
999;Quattordio;quattordio;448.974;84.061;6;142;6142;0;0
1000;Ricaldone;ricaldone;447.335;84.692;6;143;6143;0;0
